hc,Station Number,Year,Month,Day,Hour,Minute in Local Time,Year,Month,Day,Hour,Minute in Local Standard Time,Precipitation in mm,Quality of precipitation,Air temperature in Degrees C,Quality of air temperature,Relative humidity in percentage %,Quality of relative humidity,Wind speed measured in km/h,Quality of wind speed,Wind direction measured in degrees,Quality of wind direction,Mean sea level pressure in hPa,Quality of mean sea level pressure,Total cloud amount in eighths,Quality of total cloud amount,#
hc,  9887,1990,05,28,18,00,1990,05,28,18,00,   4.0,N, 13.2,N, 92,N,  7.6,N,270.0,N,1014.3,N, , ,#
hc,  9887,1990,05,28,21,00,1990,05,28,21,00,   0.2,N, 11.6,N, 96,N,  0.0,N,  0.0,N,1016.5,N, , ,#
hc,  9887,1990,05,29,00,00,1990,05,29,00,00,      , , 10.0,N, 99,N,  3.6,N,270.0,N,1017.4,N, , ,#
hc,  9887,1990,05,29,03,00,1990,05,29,03,00,   1.0,N, 10.3,N, 98,N,  3.6,N,180.0,N,1018.4,N, , ,#
hc,  9887,1990,05,29,06,00,1990,05,29,06,00,   0.2,N,  9.0,N, 93,N,  5.4,N,180.0,N,1019.3,N, , ,#
hc,  9887,1990,05,29,09,00,1990,05,29,09,00,      , , 11.9,N, 88,N,  5.4,N,180.0,N,1021.3,N, , ,#
hc,  9887,1990,05,29,12,00,1990,05,29,12,00,      , , 16.2,N, 71,N,  9.4,N,202.5,N,1021.7,N, , ,#
hc,  9887,1990,05,29,15,00,1990,05,29,15,00,      , , 17.1,N, 63,N,  7.6,N,225.0,N,1021.7,N, , ,#
hc,  9887,1990,05,29,18,00,1990,05,29,18,00,      , , 13.4,N, 80,N,  5.4,N,225.0,N,1022.7,N, , ,#
hc,  9887,1990,05,29,21,00,1990,05,29,21,00,      , , 10.5,N, 97,N,  5.4,N,225.0,N,1024.2,N, , ,#
hc,  9887,1990,05,30,00,00,1990,05,30,00,00,      , ,  7.1,N, 99,N,  7.6,N,225.0,N,1024.2,N, , ,#
hc,  9887,1990,05,30,03,00,1990,05,30,03,00,      , ,  9.0,N, 93,N,  7.6,N,225.0,N,1023.8,N, , ,#
hc,  9887,1990,05,30,06,00,1990,05,30,06,00,      , ,  9.0,N, 93,N,  9.4,N, 90.0,N,1024.5,N, , ,#
hc,  9887,1990,05,30,09,00,1990,05,30,09,00,      , , 11.1,N, 93,N,  5.4,N, 90.0,N,1026.1,N, , ,#
hc,  9887,1990,05,30,12,00,1990,05,30,12,00,      , , 16.9,N, 60,N,  1.8,N, 90.0,N,1025.1,N, , ,#
hc,  9887,1990,05,30,15,00,1990,05,30,15,00,      , , 17.6,N, 57,N,  7.6,N,337.5,N,1024.0,N, , ,#
hc,  9887,1990,05,30,18,00,1990,05,30,18,00,      , , 13.4,N, 80,N,  7.6,N,337.5,N,1024.1,N, , ,#
hc,  9887,1990,05,30,21,00,1990,05,30,21,00,      , , 11.1,N, 87,N,  1.8,N,337.5,N,1024.6,N, , ,#
hc,  9887,1990,05,31,00,00,1990,05,31,00,00,      , ,  8.8,N, 95,N,  7.6,N,337.5,N,1024.2,N, , ,#
hc,  9887,1990,05,31,03,00,1990,05,31,03,00,      , ,  8.4,N, 91,N,  9.4,N, 90.0,N,1023.9,N, , ,#
hc,  9887,1990,05,31,06,00,1990,05,31,06,00,      , ,  7.4,N, 91,N,  9.4,N, 90.0,N,1023.7,N, , ,#
hc,  9887,1990,05,31,09,00,1990,05,31,09,00,      , , 12.3,N, 75,N,  7.6,N, 90.0,N,1024.8,N, , ,#
hc,  9887,1990,05,31,12,00,1990,05,31,12,00,      , , 18.7,N, 50,N, 11.2,N, 67.5,N,1023.5,N, , ,#
hc,  9887,1990,05,31,15,00,1990,05,31,15,00,      , , 18.7,N, 50,N, 11.2,N,360.0,N,1022.0,N, , ,#
hc,  9887,1990,05,31,18,00,1990,05,31,18,00,      , , 15.6,N, 61,N,  3.6,N,360.0,N,1022.2,N, , ,#
hc,  9887,1990,05,31,21,00,1990,05,31,21,00,      , , 11.6,N, 84,N,  5.4,N,360.0,N,1022.9,N, , ,#
hc,  9887,1990,06,01,00,00,1990,06,01,00,00,      , ,  9.3,N, 92,N,  7.6,N, 90.0,N,1022.8,N, , ,#
hc,  9887,1990,06,01,03,00,1990,06,01,03,00,      , , 10.7,N, 89,N,  5.4,N,180.0,N,1022.6,N, , ,#
hc,  9887,1990,06,01,06,00,1990,06,01,06,00,      , , 11.3,N, 75,N,  7.6,N,180.0,N,1022.5,N, , ,#
hc,  9887,1990,06,01,09,00,1990,06,01,09,00,      , , 12.8,N, 78,N,  9.4,N,135.0,N,1023.7,N, , ,#
hc,  9887,1990,06,01,12,00,1990,06,01,12,00,      , , 19.1,N, 52,N,  5.4,N,112.5,N,1022.8,N, , ,#
hc,  9887,1990,06,01,15,00,1990,06,01,15,00,      , , 19.5,N, 51,N,  7.6,N,225.0,N,1021.5,N, , ,#
hc,  9887,1990,06,01,18,00,1990,06,01,18,00,      , , 15.2,N, 76,N,  7.6,N,225.0,N,1021.8,N, , ,#
hc,  9887,1990,06,01,21,00,1990,06,01,21,00,      , , 13.1,N, 81,N,  7.6,N,180.0,N,1023.4,N, , ,#
hc,  9887,1990,06,02,00,00,1990,06,02,00,00,      , , 10.6,N, 78,N,  7.6,N,135.0,N,1023.2,N, , ,#
hc,  9887,1990,06,02,03,00,1990,06,02,03,00,      , ,  7.5,N, 90,N,  5.4,N,135.0,N,1022.8,N, , ,#
hc,  9887,1990,06,02,06,00,1990,06,02,06,00,      , ,  8.2,N, 86,N, 11.2,N, 90.0,N,1023.1,N, , ,#
hc,  9887,1990,06,02,09,00,1990,06,02,09,00,      , , 12.2,N, 75,N,  9.4,N, 90.0,N,1024.3,N, , ,#
hc,  9887,1990,06,02,12,00,1990,06,02,12,00,      , , 19.5,N, 44,N,  5.4,N, 45.0,N,1022.9,N, , ,#
hc,  9887,1990,06,02,15,00,1990,06,02,15,00,      , , 19.7,N, 38,N,  7.6,N,360.0,N,1021.5,N, , ,#
hc,  9887,1990,06,02,18,00,1990,06,02,18,00,      , , 15.5,N, 61,N,  7.6,N,360.0,N,1022.1,N, , ,#
hc,  9887,1990,06,02,21,00,1990,06,02,21,00,      , , 11.8,N, 78,N,  5.4,N,157.5,N,1023.8,N, , ,#
hc,  9887,1990,06,03,00,00,1990,06,03,00,00,      , ,  8.2,N, 86,N,  7.6,N,112.5,N,1024.0,N, , ,#
hc,  9887,1990,06,03,03,00,1990,06,03,03,00,      , ,  7.8,N, 77,N,  9.4,N,112.5,N,1023.8,N, , ,#
hc,  9887,1990,06,03,06,00,1990,06,03,06,00,      , ,  8.3,N, 74,N, 13.0,N,112.5,N,1024.1,N, , ,#
hc,  9887,1990,06,03,09,00,1990,06,03,09,00,      , , 13.0,N, 62,N,  9.4,N, 90.0,N,1025.6,N, , ,#
hc,  9887,1990,06,03,12,00,1990,06,03,12,00,      , , 19.6,N, 41,N, 11.2,N, 90.0,N,1024.7,N, , ,#
hc,  9887,1990,06,03,15,00,1990,06,03,15,00,      , , 19.8,N, 40,N,  5.4,N, 90.0,N,1023.3,N, , ,#
hc,  9887,1990,06,03,18,00,1990,06,03,18,00,      , , 14.8,N, 52,N,  3.6,N, 90.0,N,1024.5,N, , ,#
hc,  9887,1990,06,03,21,00,1990,06,03,21,00,      , ,  9.6,N, 73,N,  9.4,N,112.5,N,1025.6,N, , ,#
hc,  9887,1990,06,04,00,00,1990,06,04,00,00,      , ,  8.7,N, 72,N,  9.4,N,112.5,N,1025.1,N, , ,#
hc,  9887,1990,06,04,03,00,1990,06,04,03,00,      , ,  8.3,N, 74,N,  9.4,N,112.5,N,1024.3,N, , ,#
hc,  9887,1990,06,04,06,00,1990,06,04,06,00,      , ,  5.4,N, 84,N,  9.4,N,112.5,N,1024.0,N, , ,#
hc,  9887,1990,06,04,09,00,1990,06,04,09,00,      , , 12.0,N, 67,N, 11.2,N, 90.0,N,1024.5,N, , ,#
hc,  9887,1990,06,04,12,00,1990,06,04,12,00,      , , 19.3,N, 45,N, 13.0,N, 67.5,N,1022.3,N, , ,#
hc,  9887,1990,06,04,15,00,1990,06,04,15,00,      , , 21.3,N, 34,N, 11.2,N, 90.0,N,1019.8,N, , ,#
hc,  9887,1990,06,04,18,00,1990,06,04,18,00,      , , 14.7,N, 60,N,  9.4,N, 67.5,N,1019.7,N, , ,#
hc,  9887,1990,06,04,21,00,1990,06,04,21,00,      , , 11.5,N, 64,N, 11.2,N, 90.0,N,1020.0,N, , ,#
hc,  9887,1990,06,05,00,00,1990,06,05,00,00,      , , 11.4,N, 60,N, 11.2,N, 90.0,N,1018.5,N, , ,#
hc,  9887,1990,06,05,03,00,1990,06,05,03,00,      , , 11.1,N, 57,N,  7.6,N, 90.0,N,1016.8,N, , ,#
hc,  9887,1990,06,05,06,00,1990,06,05,06,00,      , , 12.7,N, 55,N,  9.4,N, 90.0,N,1015.3,N, , ,#
hc,  9887,1990,06,05,09,00,1990,06,05,09,00,      , , 16.5,N, 53,N, 13.0,N, 90.0,N,1013.4,N, , ,#
hc,  9887,1990,06,05,12,00,1990,06,05,12,00,      , , 20.3,N, 52,N, 14.8,N, 67.5,N,1010.3,N, , ,#
hc,  9887,1990,06,05,15,00,1990,06,05,15,00,      , , 22.2,N, 56,N, 29.5,N,360.0,N,1008.7,N, , ,#
hc,  9887,1990,06,06,00,00,1990,06,06,00,00,   7.0,N, 15.6,N, 85,N, 25.9,N,270.0,N,1011.2,N, , ,#
hc,  9887,1990,06,06,03,00,1990,06,06,03,00,   2.0,N, 15.5,N, 91,N,  9.4,N,270.0,N,1011.6,N, , ,#
hc,  9887,1990,06,06,06,00,1990,06,06,06,00,   1.0,N, 13.5,N, 97,N,  1.8,N,157.5,N,1012.4,N, , ,#
hc,  9887,1990,06,06,09,00,1990,06,06,09,00,      , , 15.2,N, 93,N,  7.6,N,157.5,N,1014.7,N, , ,#
hc,  9887,1990,06,06,12,00,1990,06,06,12,00,      , , 18.9,N, 56,N,  9.4,N,180.0,N,1015.5,N, , ,#
hc,  9887,1990,06,06,15,00,1990,06,06,15,00,      , , 19.4,N, 51,N,  9.4,N,225.0,N,1014.8,N, , ,#
hc,  9887,1990,06,06,18,00,1990,06,06,18,00,      , , 15.7,N, 69,N,  1.8,N,180.0,N,1015.3,N, , ,#
hc,  9887,1990,06,06,21,00,1990,06,06,21,00,      , , 11.2,N, 86,N,  5.4,N,180.0,N,1016.8,N, , ,#
hc,  9887,1990,06,07,00,00,1990,06,07,00,00,      , , 10.0,N, 87,N,  9.4,N, 90.0,N,1015.8,N, , ,#
hc,  9887,1990,06,07,03,00,1990,06,07,03,00,      , , 10.8,N, 89,N,  5.4,N, 90.0,N,1014.5,N, , ,#
hc,  9887,1990,06,07,06,00,1990,06,07,06,00,      , , 12.1,N, 87,N,  5.4,N, 45.0,N,1013.6,N, , ,#
hc,  9887,1990,06,07,09,00,1990,06,07,09,00,      , , 14.8,N, 78,N, 16.6,N, 22.5,N,1013.5,N, , ,#
hc,  9887,1990,06,07,12,00,1990,06,07,12,00,   0.6,N, 17.5,N, 85,N, 14.8,N,337.5,N,1012.1,N, , ,#
hc,  9887,1990,06,07,15,00,1990,06,07,15,00,   0.6,N, 18.5,N, 75,N, 31.7,N,315.0,N,1009.8,N, , ,#
hc,  9887,1990,06,07,18,00,1990,06,07,18,00,   1.0,N, 17.1,N, 87,N, 35.3,N,337.5,N,1008.2,N, , ,#
hc,  9887,1990,06,07,21,00,1990,06,07,21,00,   5.0,N, 16.5,N, 91,N, 40.7,N,315.0,N,1006.9,N, , ,#
hc,  9887,1990,06,08,00,00,1990,06,08,00,00,   2.0,N, 16.8,N, 64,N, 40.7,N,270.0,N,1008.0,N, , ,#
hc,  9887,1990,06,08,03,00,1990,06,08,03,00,   0.2,N, 16.7,N, 60,N, 38.9,N,270.0,N,1009.0,N, , ,#
hc,  9887,1990,06,08,06,00,1990,06,08,06,00,      , , 16.3,N, 62,N, 31.7,N,292.5,N,1009.7,N, , ,#
hc,  9887,1990,06,08,09,00,1990,06,08,09,00,   0.6,N, 15.5,N, 80,N, 42.5,N,292.5,N,1011.1,N, , ,#
hc,  9887,1990,06,08,12,00,1990,06,08,12,00,   3.0,N, 14.3,N, 86,N, 27.7,N,247.5,N,1013.8,N, , ,#
hc,  9887,1990,06,08,15,00,1990,06,08,15,00,   0.4,N, 14.5,N, 74,N, 20.5,N,270.0,N,1014.3,N, , ,#
hc,  9887,1990,06,08,18,00,1990,06,08,18,00,      , , 14.8,N, 60,N, 16.6,N,225.0,N,1015.7,N, , ,#
hc,  9887,1990,06,08,21,00,1990,06,08,21,00,      , , 14.3,N, 54,N, 13.0,N,247.5,N,1017.8,N, , ,#
hc,  9887,1990,06,09,00,00,1990,06,09,00,00,      , , 15.0,N, 63,N,  5.4,N,247.5,N,1018.1,N, , ,#
hc,  9887,1990,06,09,03,00,1990,06,09,03,00,      , , 12.5,N, 79,N,  7.6,N,247.5,N,1017.7,N, , ,#
hc,  9887,1990,06,09,06,00,1990,06,09,06,00,      , , 12.5,N, 85,N,  7.6,N,270.0,N,1018.2,N, , ,#
hc,  9887,1990,06,09,09,00,1990,06,09,09,00,   0.8,N, 14.0,N, 94,N,  9.4,N, 45.0,N,1019.3,N, , ,#
hc,  9887,1990,06,09,12,00,1990,06,09,12,00,   0.2,N, 17.8,N, 73,N, 18.4,N,360.0,N,1018.3,N, , ,#
hc,  9887,1990,06,09,15,00,1990,06,09,15,00,   0.6,N, 17.3,N, 86,N, 16.6,N,337.5,N,1016.9,N, , ,#
hc,  9887,1990,06,09,18,00,1990,06,09,18,00,   0.4,N, 16.7,N, 79,N, 13.0,N,360.0,N,1016.4,N, , ,#
hc,  9887,1990,06,09,21,00,1990,06,09,21,00,   4.0,N, 16.0,N, 82,N, 18.4,N, 22.5,N,1015.8,N, , ,#
hc,  9887,1990,06,10,00,00,1990,06,10,00,00,   1.0,N, 15.6,N, 96,N, 22.3,N,315.0,N,1015.3,N, , ,#
hc,  9887,1990,06,10,03,00,1990,06,10,03,00,   3.0,N, 17.1,N, 87,N, 18.4,N,337.5,N,1013.5,N, , ,#
hc,  9887,1990,06,10,06,00,1990,06,10,06,00,   0.4,N, 16.8,N, 84,N, 22.3,N,315.0,N,1012.1,N, , ,#
hc,  9887,1990,06,10,09,00,1990,06,10,09,00,      , , 19.2,N, 67,N, 27.7,N,315.0,N,1011.9,N, , ,#
hc,  9887,1990,06,10,12,00,1990,06,10,12,00,   2.0,N, 15.0,N, 94,N, 29.5,N,270.0,N,1011.7,N, , ,#
hc,  9887,1990,06,10,15,00,1990,06,10,15,00,   1.0,N, 15.4,N, 86,N, 22.3,N,247.5,N,1012.3,N, , ,#
hc,  9887,1990,06,10,18,00,1990,06,10,18,00,      , , 15.6,N, 74,N, 16.6,N,247.5,N,1014.9,N, , ,#
hc,  9887,1990,06,10,21,00,1990,06,10,21,00,      , , 15.8,N, 60,N, 16.6,N,247.5,N,1016.9,N, , ,#
hc,  9887,1990,06,11,00,00,1990,06,11,00,00,      , , 15.6,N, 65,N, 14.8,N,247.5,N,1018.2,N, , ,#
hc,  9887,1990,06,11,03,00,1990,06,11,03,00,      , , 14.9,N, 59,N, 14.8,N,247.5,N,1019.0,N, , ,#
hc,  9887,1990,06,11,06,00,1990,06,11,06,00,      , , 14.8,N, 68,N,  9.4,N,247.5,N,1020.6,N, , ,#
hc,  9887,1990,06,11,09,00,1990,06,11,09,00,   0.2,N, 14.6,N, 79,N,  3.6,N,157.5,N,1023.1,N, , ,#
hc,  9887,1990,06,11,12,00,1990,06,11,12,00,   0.2,N, 16.3,N, 71,N,  7.6,N,135.0,N,1023.8,N, , ,#
hc,  9887,1990,06,11,15,00,1990,06,11,15,00,      , , 18.8,N, 60,N,  7.6,N,315.0,N,1023.1,N, , ,#
hc,  9887,1990,06,11,18,00,1990,06,11,18,00,      , , 14.7,N, 90,N, 20.5,N,270.0,N,1024.3,N, , ,#
hc,  9887,1990,06,11,21,00,1990,06,11,21,00,   5.0,N, 12.8,N, 95,N,  3.6,N,292.5,N,1024.9,N, , ,#
hc,  9887,1990,06,12,00,00,1990,06,12,00,00,      , , 11.8,N, 95,N,  7.6,N,360.0,N,1024.5,N, , ,#
hc,  9887,1990,06,12,03,00,1990,06,12,03,00,   0.2,N, 11.9,N, 94,N,  9.4,N, 22.5,N,1023.7,N, , ,#
hc,  9887,1990,06,12,06,00,1990,06,12,06,00,      , , 11.7,N, 95,N,  7.6,N, 22.5,N,1022.9,N, , ,#
hc,  9887,1990,06,12,09,00,1990,06,12,09,00,   4.0,N, 13.0,N, 94,N,  3.6,N, 45.0,N,1023.6,N, , ,#
hc,  9887,1990,06,12,12,00,1990,06,12,12,00,   2.0,N, 16.3,N, 97,N,  9.4,N,360.0,N,1022.3,N, , ,#
hc,  9887,1990,06,12,15,00,1990,06,12,15,00,   2.0,N, 16.4,N, 91,N, 16.6,N, 22.5,N,1020.4,N, , ,#
hc,  9887,1990,06,12,21,00,1990,06,12,21,00,   2.0,N, 15.4,N, 97,N, 11.2,N,292.5,N,1019.5,N, , ,#
hc,  9887,1990,06,13,00,00,1990,06,13,00,00,   2.0,N, 15.8,N, 95,N, 16.6,N,315.0,N,1017.5,N, , ,#
hc,  9887,1990,06,13,03,00,1990,06,13,03,00,   2.0,N, 14.8,N, 95,N,  9.4,N, 22.5,N,1015.4,N, , ,#
hc,  9887,1990,06,13,06,00,1990,06,13,06,00,   2.0,N, 13.9,N, 94,N, 24.1,N,360.0,N,1014.0,N, , ,#
hc,  9887,1990,06,13,09,00,1990,06,13,09,00,   0.2,N, 14.2,N, 87,N, 18.4,N, 22.5,N,1013.8,N, , ,#
hc,  9887,1990,06,13,12,00,1990,06,13,12,00,   0.6,N, 16.8,N, 78,N, 24.1,N,360.0,N,1012.0,N, , ,#
hc,  9887,1990,06,13,15,00,1990,06,13,15,00,  18.0,N, 16.1,N, 93,N, 24.1,N,360.0,N,1009.7,N, , ,#
hc,  9887,1990,06,13,18,00,1990,06,13,18,00,   5.0,N, 13.9,N, 94,N,  7.6,N,157.5,N,1010.6,N, , ,#
hc,  9887,1990,06,13,21,00,1990,06,13,21,00,   7.0,N, 12.8,N, 95,N,  0.0,N,  0.0,N,1011.7,N, , ,#
hc,  9887,1990,06,14,00,00,1990,06,14,00,00,   1.0,N, 12.1,N, 99,N,  1.8,N, 90.0,N,1010.8,N, , ,#
hc,  9887,1990,06,14,03,00,1990,06,14,03,00,   0.2,N, 12.0,N, 94,N,  5.4,N, 67.5,N,1009.9,N, , ,#
hc,  9887,1990,06,14,06,00,1990,06,14,06,00,      , , 10.4,N, 97,N,  5.4,N, 67.5,N,1010.1,N, , ,#
hc,  9887,1990,06,14,09,00,1990,06,14,09,00,      , , 11.1,N, 99,N,  1.8,N, 90.0,N,1011.3,N, , ,#
hc,  9887,1990,06,14,12,00,1990,06,14,12,00,   1.0,N, 14.2,N, 92,N, 11.2,N,202.5,N,1012.1,N, , ,#
hc,  9887,1990,06,14,15,00,1990,06,14,15,00,   0.2,N, 16.5,N, 70,N, 13.0,N,202.5,N,1012.7,N, , ,#
hc,  9887,1990,06,14,18,00,1990,06,14,18,00,   0.2,N, 13.9,N, 83,N, 11.2,N,202.5,N,1015.1,N, , ,#
hc,  9887,1990,06,14,21,00,1990,06,14,21,00,   0.2,N, 12.7,N, 84,N,  9.4,N,202.5,N,1017.5,N, , ,#
hc,  9887,1990,06,15,00,00,1990,06,15,00,00,      , , 12.8,N, 89,N, 14.8,N,180.0,N,1019.5,N, , ,#
hc,  9887,1990,06,15,03,00,1990,06,15,03,00,      , , 11.0,N, 87,N,  9.4,N,180.0,N,1020.4,N, , ,#
hc,  9887,1990,06,15,06,00,1990,06,15,06,00,   1.0,N,  9.0,N, 93,N, 11.2,N,157.5,N,1021.6,N, , ,#
hc,  9887,1990,06,15,09,00,1990,06,15,09,00,      , , 12.2,N, 81,N, 13.0,N,180.0,N,1024.1,N, , ,#
hc,  9887,1990,06,15,12,00,1990,06,15,12,00,      , , 16.3,N, 66,N, 13.0,N,180.0,N,1023.9,N, , ,#
hc,  9887,1990,06,15,15,00,1990,06,15,15,00,   5.0,N, 16.9,N, 60,N, 14.8,N,180.0,N,1023.5,N, , ,#
hc,  9887,1990,06,15,18,00,1990,06,15,18,00,   0.4,N, 13.9,N, 83,N,  9.4,N,202.5,N,1025.4,N, , ,#
hc,  9887,1990,06,15,21,00,1990,06,15,21,00,   0.2,N, 13.4,N, 80,N, 11.2,N,180.0,N,1027.2,N, , ,#
hc,  9887,1990,06,16,00,00,1990,06,16,00,00,      , , 12.2,N, 86,N,  1.8,N,157.5,N,1027.6,N, , ,#
hc,  9887,1990,06,16,03,00,1990,06,16,03,00,      , ,  9.5,N, 97,N,  5.4,N,157.5,N,1027.7,N, , ,#
hc,  9887,1990,06,16,06,00,1990,06,16,06,00,      , ,  7.3,N, 98,N,  7.6,N,157.5,N,1028.1,N, , ,#
hc,  9887,1990,06,16,09,00,1990,06,16,09,00,      , , 10.9,N, 94,N,  5.4,N,157.5,N,1029.4,N, , ,#
hc,  9887,1990,06,16,12,00,1990,06,16,12,00,      , , 16.2,N, 71,N,  9.4,N,112.5,N,1028.9,N, , ,#
hc,  9887,1990,06,16,15,00,1990,06,16,15,00,      , , 17.7,N, 61,N,  1.8,N, 45.0,N,1028.1,N, , ,#
hc,  9887,1990,06,16,18,00,1990,06,16,18,00,      , , 14.2,N, 81,N,  5.4,N,180.0,N,1029.4,N, , ,#
hc,  9887,1990,06,16,21,00,1990,06,16,21,00,      , , 10.7,N, 89,N,  7.6,N,180.0,N,1030.7,N, , ,#
hc,  9887,1990,06,17,00,00,1990,06,17,00,00,      , ,  8.7,N, 95,N,  5.4,N,180.0,N,1030.1,N, , ,#
hc,  9887,1990,06,17,03,00,1990,06,17,03,00,      , ,  7.1,N, 99,N,  9.4,N, 90.0,N,1029.7,N, , ,#
hc,  9887,1990,06,17,06,00,1990,06,17,06,00,   0.2,N,  6.4,N, 97,N,  7.6,N, 90.0,N,1029.9,N, , ,#
hc,  9887,1990,06,17,09,00,1990,06,17,09,00,      , , 10.8,N, 95,N,  5.4,N, 90.0,N,1031.3,N, , ,#
hc,  9887,1990,06,17,12,00,1990,06,17,12,00,      , , 17.7,N, 61,N, 11.2,N, 22.5,N,1030.0,N, , ,#
hc,  9887,1990,06,17,15,00,1990,06,17,15,00,      , , 18.8,N, 57,N, 13.0,N, 45.0,N,1027.2,N, , ,#
hc,  9887,1990,06,17,18,00,1990,06,17,18,00,      , , 14.5,N, 74,N,  0.0,N,  0.0,N,1027.5,N, , ,#
hc,  9887,1990,06,17,21,00,1990,06,17,21,00,      , , 10.5,N, 84,N, 11.2,N, 90.0,N,1027.9,N, , ,#
hc,  9887,1990,06,18,00,00,1990,06,18,00,00,      , ,  9.0,N, 87,N, 11.2,N, 90.0,N,1026.8,N, , ,#
hc,  9887,1990,06,18,03,00,1990,06,18,03,00,      , ,  9.1,N, 87,N, 11.2,N, 90.0,N,1025.2,N, , ,#
hc,  9887,1990,06,18,06,00,1990,06,18,06,00,      , ,  8.6,N, 84,N,  7.6,N, 67.5,N,1024.6,N, , ,#
hc,  9887,1990,06,18,09,00,1990,06,18,09,00,      , , 12.3,N, 75,N,  9.4,N, 67.5,N,1025.2,N, , ,#
hc,  9887,1990,06,18,12,00,1990,06,18,12,00,      , , 17.4,N, 58,N, 18.4,N, 22.5,N,1023.1,N, , ,#
hc,  9887,1990,06,19,15,00,1990,06,19,15,00,      , , 18.0,N, 45,N,  9.4,N,180.0,N,1018.4,N, , ,#
hc,  9887,1990,06,19,18,00,1990,06,19,18,00,      , , 13.3,N, 66,N,  3.6,N,135.0,N,1019.9,N, , ,#
hc,  9887,1990,06,19,21,00,1990,06,19,21,00,      , , 10.1,N, 76,N,  9.4,N,157.5,N,1021.9,N, , ,#
hc,  9887,1990,06,20,00,00,1990,06,20,00,00,      , ,  8.6,N, 78,N,  9.4,N,180.0,N,1022.4,N, , ,#
hc,  9887,1990,06,20,03,00,1990,06,20,03,00,      , ,  6.9,N, 76,N,  9.4,N,157.5,N,1022.5,N, , ,#
hc,  9887,1990,06,20,06,00,1990,06,20,06,00,      , ,  6.1,N, 80,N, 11.2,N,157.5,N,1022.9,N, , ,#
hc,  9887,1990,06,20,09,00,1990,06,20,09,00,      , , 10.4,N, 74,N,  7.6,N,157.5,N,1024.8,N, , ,#
hc,  9887,1990,06,20,12,00,1990,06,20,12,00,      , , 17.1,N, 51,N,  9.4,N,135.0,N,1023.8,N, , ,#
hc,  9887,1990,06,20,15,00,1990,06,20,15,00,      , , 18.2,N, 48,N, 13.0,N,135.0,N,1023.1,N, , ,#
hc,  9887,1990,06,20,18,00,1990,06,20,18,00,      , , 13.4,N, 61,N,  5.4,N,157.5,N,1025.0,N, , ,#
hc,  9887,1990,06,20,21,00,1990,06,20,21,00,      , ,  9.6,N, 73,N,  7.6,N,157.5,N,1027.0,N, , ,#
hc,  9887,1990,06,21,00,00,1990,06,21,00,00,      , ,  6.8,N, 82,N,  7.6,N,135.0,N,1027.3,N, , ,#
hc,  9887,1990,06,21,03,00,1990,06,21,03,00,      , ,  6.9,N, 88,N,  9.4,N,112.5,N,1026.3,N, , ,#
hc,  9887,1990,06,21,06,00,1990,06,21,06,00,      , ,  6.4,N, 85,N, 13.0,N, 90.0,N,1026.7,N, , ,#
hc,  9887,1990,06,21,09,00,1990,06,21,09,00,      , , 10.6,N, 73,N, 11.2,N,112.5,N,1027.9,N, , ,#
hc,  9887,1990,06,21,12,00,1990,06,21,12,00,      , , 17.4,N, 47,N,  9.4,N, 90.0,N,1027.0,N, , ,#
hc,  9887,1990,06,21,18,00,1990,06,21,18,00,      , , 13.6,N, 56,N,  7.6,N,112.5,N,1025.6,N, , ,#
hc,  9887,1990,06,21,21,00,1990,06,21,21,00,      , ,  7.3,N, 85,N,  7.6,N,112.5,N,1026.6,N, , ,#
hc,  9887,1990,06,22,00,00,1990,06,22,00,00,      , ,  6.1,N, 75,N,  9.4,N, 90.0,N,1026.3,N, , ,#
hc,  9887,1990,06,22,03,00,1990,06,22,03,00,      , ,  2.8,N, 94,N,  9.4,N, 90.0,N,1025.7,N, , ,#
hc,  9887,1990,06,22,06,00,1990,06,22,06,00,      , ,  2.6,N, 89,N,  9.4,N, 90.0,N,1025.2,N, , ,#
hc,  9887,1990,06,22,09,00,1990,06,22,09,00,      , ,  9.7,N, 63,N,  7.6,N, 67.5,N,1025.7,N, , ,#
hc,  9887,1990,06,22,12,00,1990,06,22,12,00,      , , 18.0,N, 34,N, 13.0,N,337.5,N,1024.7,N, , ,#
hc,  9887,1990,06,22,15,00,1990,06,22,15,00,      , , 18.3,N, 39,N,  9.4,N,337.5,N,1022.9,N, , ,#
hc,  9887,1990,06,22,18,00,1990,06,22,18,00,      , , 13.2,N, 54,N,  9.4,N,360.0,N,1022.7,N, , ,#
hc,  9887,1990,06,22,21,00,1990,06,22,21,00,      , , 10.5,N, 74,N,  5.4,N, 22.5,N,1023.0,N, , ,#
hc,  9887,1990,06,23,00,00,1990,06,23,00,00,      , , 13.5,N, 74,N,  9.4,N,225.0,N,1022.9,N, , ,#
hc,  9887,1990,06,23,03,00,1990,06,23,03,00,      , , 14.6,N, 74,N, 13.0,N,225.0,N,1022.7,N, , ,#
hc,  9887,1990,06,23,06,00,1990,06,23,06,00,   3.0,N, 12.9,N, 94,N,  3.6,N,247.5,N,1022.8,N, , ,#
hc,  9887,1990,06,23,09,00,1990,06,23,09,00,      , , 11.6,N, 96,N, 11.2,N,157.5,N,1025.3,N, , ,#
hc,  9887,1990,06,23,12,00,1990,06,23,12,00,      , , 14.6,N, 65,N, 20.5,N,180.0,N,1026.2,N, , ,#
